"id","local_name","unique_name","latitude","longitude","population"
5877,"Boussu, Wallonie, Belgique","boussu",50.4312,3.7979,
1418,"Branksome, EnglandUnited Kingdom","branksome",50.7224115,-1.9272814,
1419,"Braunlage, Niedersachsen, Deutschland","braunlage",51.7264388,10.6100516,
1430,"Brierfield, England, United Kingdom","brierfield",53.8785095,-2.17149734581634,
5930,"Briviesca, Castilla y León, España","briviesca",42.5505,-3.3241,
9517,"Charôst, Centre-Val de Loire, France","charost",46.9928,2.1201,
6186,"Chocen, Severovýchod, Česko","chocen",49.9933,16.2228,
6125,"Château-Gontier, Pays-de-la-Loire, France","chateau-gontier",47.83333,-0.7,
6260,"Conflans Sainte Honorine, Île-de-France, France","conflans-sainte-honorine",48.9969,2.0984,
6291,"Cossonay, Vaud, Schweiz","cossonay",46.6139,6.5071,
9610,"Exideuil, Nouvelle-Aquitaine, France","exideuil",45.8863,0.6672,
9632,"Forte Dei Marmi, Toscana, Italia","forte-dei-marmi",43.9778,10.1994,
6638,"Fresne-Saint-Mamès, Bourgogne-Franche-Comté, France","fresne-saint-mames",47.54547,5.86262,
12101,"Târgu Jiu, Gorj, România","targu-jiu",45.0314279,23.2689393,
6149,"Chatres Loir Et Cher, Centre-Val de Loire, France","chatres-loir-et-cher",47.26517,1.9045299999999998,
6784,"Gruesch, Graubünden, Schweiz","gruesch",46.9806,9.6458,
6785,"Gstaad, Bern, Schweiz","gstaad",46.4753,7.2839,
1102,"Hatě, Jihovýchod, Česko","hate",48.755931854248,16.0647144317627,
6824,"Hausach, Baden-Württemberg, Deutschland","hausach",48.2847,8.1814,
6831,"Heerenveen, Friesland, Nederland","heerenveen",52.9607,5.9155,
6838,"Helmond, Noord-Brabant, Nederland","helmond",51.475770000000004,5.66175,
1839,"Komotini, Thrace, Greece","komotini",41.117833,25.4041307,
6839,"Helsinki, Etelä-Suomi, Suomi","helsinki",60.1709,24.9413,620715
1754,"Highbridge, England, United Kingdom","highbridge",51.1868339,-2.9684211260961,
1762,"Horbanivka, Poltava region, Ukraine","horbanivka",49.55692,34.48986,
1107,"Horná Štubňa, Žilinský kraj, Slovensko","horna-stubna",48.830940246582,18.8778266906738,
1781,"Jagodina, Central Serbia, Serbia","jagodina",43.9794256,21.2607688,
1784,"Janów, Sląskie, Polska","janow",50.72164,19.4364,
1797,"Jimbolia, Timiș, România","jimbolia",45.7914619,20.718092,
1792,"Jędrzejów, Swiętokrzyskie, Polska","jedrzejow",50.6394435,20.3046116,
10249,"Kalush, Ivano-Frankivsk, Ukraine","kalush",49.028894,24.3613198,
1820,"Khmelnitsky, Khmelnytsky region, Ukraine","khmelnitsky",49.4196404,26.9793793,
1118,"Kleinhaugsdorf, Niederösterreich, Österreich","kleinhaugsdorf",48.7538414001465,16.0642795562744,
1843,"Kopčić, Federacija Bosne i Hercegovine, Bosna i Hercegovina","kopcic",44.1097123,17.4245485,
1846,"Korswandt, Mecklenburg-Vorpommern, Deutschland","korswandt",53.9185046,14.1625509,
1862,"Kraśnik, Lubelskie, Polska","krasnik",50.9249236,22.229206,
1557,"Czaplinek, Zachodniopomorskie, Polska","czaplinek",53.5608527,16.2321542,
7313,"Les Marécottes, Valais-Wallis, Schweiz","les-marecottes",46.11181,7.00679,
9708,"Les Quatre Routes, Auvergne-Rhône-Alpes, France","les-quatre-routes",45.3537,2.4635,
1935,"Ljig, Central Serbia, Serbia","ljig",44.21968035,20.2823015075831,
2059,"Miliva, Central Serbia, Serbia","miliva",44.1298393,21.4263835,
2063,"Mirfield, England, United Kingdom","mirfield",53.64278035,-1.78061414363913,
9570,"Decin, Severozápad, Česko","decin",50.7742,14.2014,
1575,"Dessau-Roßlau, Sachsen-Anhalt, Deutschland","dessau-roslau",51.8596788,12.2432375,
6447,"Duivendrecht, Noord-Holland, Nederland","duivendrecht",52.3236,4.9369,
2170,"Ostrów Mazowiecka, Mazowieckie, Polska","ostrow-mazowiecka",52.8000429,21.897638,
2185,"Pașcani, Iași, România","pașcani",47.2480765,26.7256423,
2194,"Penkridge, England, United Kingdom","penkridge",52.60473255,-2.25914242573156,
2203,"Petrizzi, Calabria, Italia","petrizzi",38.701383,16.473005,
2287,"Radomyśl Wielki, Podkarpackie, Polska","radomysl-wielki",50.1963674,21.2761596,
1191,"Raslavice, Prešovský kraj, Slovensko","raslavice",49.1497459411621,21.3158550262451,
2294,"Ratzeburg, Schleswig-Holstein, Deutschland","ratzeburg",53.7009942,10.7744255,
9927,"Renens, Vaud, Schweiz","renens",46.53695,6.57878,
2309,"Resavica, Central Serbia, Serbia","resavica",44.0477153,21.5027259,
2311,"Rewal, Zachodniopomorskie, Polska","rewal",54.0826819,15.0215268,
2310,"Reșița, Caraș Severin, România","reșița",45.2890106,21.8877676,
8291,"Rheinfelden, Aargau, Schweiz","rheinfelden",47.5508,7.7919,
1004,"Rožňava, Košický kraj, Slovensko","roznava",48.6936373,20.5711242110084,
10001,"Saint-Just-le-Martel, Nouvelle-Aquitaine, France","saint-just-le-martel",45.8471,1.3838,
10019,"Saint-Michel-de-Veisse, Nouvelle-Aquitaine, France","saint-michel-de-veisse",45.94373,2.0474099999999997,
8727,"Samedan, Graubünden, Schweiz","samedan",46.5336,9.8736,
2363,"Sandomierz, Swiętokrzyskie, Polska","sandomierz",50.6793066,21.7495055,
10056,"Sankt Margrethen, Sankt Gallen, Schweiz","sankt-margrethen",47.4514,9.6349,
2400,"Senftenberg, Brandenburg, Deutschland","senftenberg",51.5191742,14.0046541,
1211,"Sečovce, Košický kraj, Slovensko","secovce",48.7001914978027,21.6548805236816,
2423,"Skegness, England, United Kingdom","skegness",53.2680103,0.0127758230434089,
2424,"Skipton, England, United Kingdom","skipton",53.9618497,-2.0160286,
1215,"Sliač kúpele, Banskobystrický kraj, Slovensko","sliac-kupele",48.6143760681152,19.1497287750244,
2438,"Snesere Overdrev, Region Sjælland, Danmark","snesere-overdrev",55.1714549,11.9646853,
1216,"Snina, Prešovský kraj, Slovensko","snina",48.9866600036621,22.1497936248779,
10298,"Snyatyn, région d'Ivano-Frankivsk, Ukraine","snyatyn",48.4515891,25.5577381566295,
2455,"Sovata, Mureș, România","sovata",46.5971683,25.07328,
2446,"Sošići, Istarska županija, Hrvatska","sosici",45.1149546,13.7508934,
2457,"Spalding, England, United Kingdom","spalding",52.8127195,-0.00126274725762607,
1218,"Spišská Belá, Prešovský kraj, Slovensko","spisska-bela",49.1869659423828,20.454761505127,
2493,"St. Margrethen, Sankt Gallen, Schweiz","st.-margrethen",47.4510277,9.6410249,
2507,"Struga, Southwestern, Macedonia","struga",41.177205,20.6832435,
2523,"Swindon Freshbrook, England, United Kingdom","swindon-freshbrook",51.5305448,-1.8426255,
10305,"Tarragone, Cataluña, España","tarragone",40.99847575,0.849298501814934,
9094,"Varennes-sur-Fouzon, Centre-Val de Loire, France","varennes-sur-fouzon",47.2144,1.6143,
2629,"Vatra Dornei, Suceava, România","vatra-dornei",47.3471814,25.3556149,
2660,"Vrbas, Vojvodina, Serbia","vrbas",45.52421505,19.6062415123804,
1791,"Jazvine, Federacija Bosne i Hercegovine, Bosna i Hercegovina","jazvine",44.1116961,17.8725691,
2724,"Wrattlesbourough Heath, England, United Kingdom","wrattlesbourough-heath",52.6983658,-2.9556681,
2725,"Wrexham, Wales, United Kingdom","wrexham",53.0465068,-2.9938136,
2734,"Xanthi, Thrace, Greece","xanthi",41.1380289,24.8862688,
1621,"Edineț, raionul Edineț, Moldova","edineț",48.1684275,27.2984813,
2735,"Yeovil, England, United Kingdom","yeovil",50.9843053,-2.77615607980081,
241,"Dresden, Sachsen, Deutschland","dresden",51.0504088,13.7372621,543825
2759,"Zhitomir, Zhytomyr, Ukraine","zhitomir",50.2598298,28.6692345,
1620,"Edinburgh, Scotland, United Kingdom","edinburgh",55.9554575,-3.1989994,
1622,"Elberfeld, Nordrhein-Westfalen, Deutschland","elberfeld",51.2573333,7.1458183,
12120,"Biriatou, Nouvelle-Aquitaine, France","biriatou",43.340902,-1.749696,
12122,"Camphin en Pévèle, Wallonie, Belgique","camphin-en-pevele",50.604136,3.274751,
1602,"Dubrave, Republika Srpska, Bosna i Hercegovina","dubrave",45.0963203,17.2906955,
6506,"Ervy-le-Châtel, Grand-Est, France","ervy-le-chatel",48.04083,3.91111,
6538,"Eupen, Wallonie, Belgique","eupen",50.6352,6.0371,
1628,"Eutin, Schleswig-Holstein, Deutschland","eutin",54.1364642,10.6159077,
12123,"Camphin-en-Pévèle, Hauts-de-France, France","camphin-en-pevele-france",50.603836,3.274315,
12126,"Dudelange, Canton Esch-sur-Alzette, Luxembourg","dudelange",49.472587,6.121503,
12129,"Gaillard, Auvergne-Rhône-Alpes, France","gaillard",46.188319,6.203234,
12130,"Gaillard, Genève, Schweiz","gaillard-schweiz",46.188466,6.201751,
12132,"Ghyvelde, Vlaanderen, Belgique","ghyvelde",51.057142,2.56256,
12133,"Hazeldonk, Noord-Brabant, Nederland","hazeldonk",51.486014,4.735225,
12138,"Le Perthus, Occitanie, France","le-perthus",42.473297,2.860994,
12141,"Menen, Vlaanderen, Belgique","menen",50.765849,3.173354,
12145,"Narbonne_-_Tous_les_arr_ts, Occitanie, France","narbonne_-_tous_les_arr_ts",43.18823,3.004601,
12149,"Ottmarsheim, Grand-Est, France","ottmarsheim",47.775681,7.52958,
12150,"Palavas-les-Flots, Occitanie, France","palavas-les-flots",43.529095,3.934395,
11860,"Alicante - Alacant, Comunitat Valenciana, España","alicante---alacant",38.3537,-0.4902,
1939,"Llanarmon, Wales, United Kingdom","llanarmon",52.9276871,-4.3470116,
7406,"Locarno, Ticino, Schweiz","locarno",46.1722,8.8011,
1949,"Loddin, Mecklenburg-Vorpommern, Deutschland","loddin",54.0230235,14.0068261,
1998,"Lučina, Federacija Bosne i Hercegovine, Bosna i Hercegovina","lucina",44.3469015,17.2927158,
9834,"Niedermodern, Grand-Est, France","niedermodern",48.8465,7.627999999999999,
2085,"Municipiul Satu-Mare, Satu Mare, România","municipiul-satu-mare",47.7945819,22.8797292,
2105,"Newcastle-under-Lyme, England, United Kingdom","newcastle-under-lyme",53.0088256,-2.2332497,
582,"Niebuell, Schleswig-Holstein, Deutschland","niebuell",54.7874263,8.8308426,
2118,"Nis, Central Serbia, Serbia","nis",43.321504,21.8957301,
7906,"Nivelles, Wallonie, Belgique","nivelles",50.6005,4.3347,
2131,"Nova Varos, Central Serbia, Serbia","nova-varos",43.4597045,19.8154494,
646,"Pinggau, Steiermark, Österreich","pinggau",47.4455644,16.0664641,
11115,"Bayonne/Bayona/Baiona, Nouvelle-Aquitaine, France","bayonne/bayona/baiona",43.4844,-1.4719,
4882,"Lohsa, Sachsen, Deutschland","lohsa",51.366667,14.305556,
10212,"Benicasim/Benicàssim, Comunitat Valenciana, España","benicasim/benicassim",40.0508325,0.0401311715475231,
11818,"Lyon - Villeurbanne INSA, Auvergne-Rhône-Alpes, France","lyon---villeurbanne-insa",45.782432,4.877817,
7763,"Montgaillard, Occitanie, France","montgaillard",43.12365,0.10925,
7764,"Montgenevre Gare Routiere, Provence-Alpes-Côte d'Azur, France","montgenevre-gare-routiere",44.9302,6.7207,
7765,"Montgiscard D6113, Occitanie, France","montgiscard-d6113",43.4581,1.5738,
7767,"Montieramey Eglise, Grand-Est, France","montieramey-eglise",48.2305,4.3047,
5470,"Alicante Termino, Comunitat Valenciana, España","alicante-termino",38.34471,-0.49462,
10316,"Bâle Aéroport, Grand-Est, France","bale-aeroport",47.602381,7.531058,
12074,"Petroșani, Hunedoara, România","petroșani",45.4088946,23.3754021,
12079,"Rochefort, Wallonie, Belgique","rochefort-belgië - belgique - belgien",50.1605,5.2664,
10735,"Barcelone - Gare Sants, CAT, España","barcelone---gare-sants",41.37924861,2.138541924,
12081,"Roșiorii de Vede, Teleorman, România","roșiorii-de-vede",44.1085569,24.9949784,
12082,"Rovinari, Gorj, România","rovinari",44.9000027,23.1543463,
10054,"San Giovanni di Fassa, Lazio, Italia","san-giovanni-di-fassa",41.7683191,12.5068597,
12088,"Sant'Antonio Mavignola, Trentino-Alto Adige, Italia","santantonio-mavignola",46.1876031,10.78561,
8079,"Pierreville, Grand-Est, France","pierreville",48.5486,6.1242,
4774,"Bezannes, Grand-Est, France","bezannes",49.214754,3.994568,
7770,"Montigny-les-Monts Mairie, Grand-Est, France","montigny-les-monts-mairie",48.10335,3.94611,
7771,"Montigny-sur-Chiers, Grand-Est, France","montigny-sur-chiers",49.479440000000004,5.66951,
12094,"Slatina, Olt, România","slatina-românia",44.4301677,24.3716904,
12103,"Tossiat, Auvergne-Rhône-Alpes, France","tossiat",46.1327,5.2876,
10328,"Jávea/Xàbia, Comunitat Valenciana, España","javea/xabia",38.76729835,0.163522441728243,
12113,"Дніпро, Дніпропетровська область, Україна","дніпро",48.468,35.0418,
12114,"Кам’янське, Дніпропетровська область, Україна","кам’янське",48.4997,34.6206,
1702,"Grad Zagreb, Grad Zagreb, Hrvatska","grad-zagreb",45.87423735,16.1525170974328,
9419,"Balma, Occitanie, France","balma",43.6289,1.4823,
4128,"Sélestat-Erstein, Grand-Est, France","selestat-erstein",48.453026,7.493851,
4786,"Bünde, Nordrhein-Westfalen, Deutschland","bunde",52.1982222,8.5832333,
5496,"Amilly - Ouerray, Centre-Val de Loire, France","amilly---ouerray",48.4383,1.38944,
9460,"Brest ukr, Brest Centralnyi, Ukraine","brest-ukr",52.096000000000004,23.703000000000003,
7351,"Le Valdahon, Bourgogne-Franche-Comté, France","le-valdahon",47.14966,6.34236,
7829,"Moussey, Grand-Est, France","moussey",48.2144,4.0947,
7830,"Moustajon, Occitanie, France","moustajon",42.816,0.6,
5544,"Arc-les-Gray, Bourgogne-Franche-Comté, France","arc-les-gray",47.4569,5.5841,
7832,"MOUTIER-ROSEILLE-LA CLIDE, Nouvelle-Aquitaine, France","moutier-roseille-la-clide",45.9167,2.1974,
9721,"Lichtenberg, Grand-Est, France","lichtenberg",48.9217,7.4815,
9727,"Lirey, Grand-Est, France","lirey",48.157,4.0504,
9741,"Lournand, Bourgogne-Franche-Comté, France","lournand",46.4636,4.6708,
5567,"Artigues (Hautes Pyrénées), Occitanie, France","artigues-",44.26035,0.6703100000000001,
4927,"okres Liptovský Mikuláš, Žilinský kraj, Slovensko","okres-liptovsky-mikulas",49.0825785,19.6181196,
5881,"Bouzonville, Grand-Est, France","bouzonville",49.29188,6.53386,
5888,"Brassac-les-Mines Ly Ra, Auvergne-Rhône-Alpes, France","brassac-les-mines-ly-ra",45.4142,3.3301,
952,"Düren, Nordrhein-Westfalen, Deutschland","duren",50.8031684,6.4820806,
2748,"Zambrów, Podlaskie, Polska","zambrow",52.98552,22.24117,
5891,"Brazey-en-Morvan, Bourgogne-Franche-Comté, France","brazey-en-morvan",47.172090000000004,4.28799,
5897,"Brélidy - Plouëc, Bretagne, France","brelidy---plouec",48.66901,-3.1962599999999997,
6040,"Caussade Htes Pyrenes, Occitanie, France","caussade-htes-pyrenes",43.5149,-0.0071,
8371,"Rouvroy-sur-Marne, Grand-Est, France","rouvroy-sur-marne",48.35,5.15,
8172,"Port Bou France, CAT, España","port-bou-france",42.4254,3.158,
8189,"Potenza Inferiore, BAS, Italia","potenza-inferiore",40.6294,15.8069,
8080,"Pietra Ligure, Liguria, Italia","pietra-ligure",44.1453,8.2775,
8077,"Pierrefitte-Nestalas, Occitanie, France","pierrefitte-nestalas",42.961999999999996,-0.0743,
6106,"Charix - Lalleyriat, Auvergne-Rhône-Alpes, France","charix---lalleyriat",46.166940000000004,5.68864,
6531,"Etoile, Auvergne-Rhône-Alpes, France","etoile",44.837309999999995,4.89323,
6532,"ETRETAT-NORMANDIE, Normandie, France","etretat-normandie",49.707,0.205,
7059,"La Frayère, Provence-Alpes-Côte d'Azur, France","la-frayere",43.5581,6.9719,
7146,"La Pouge, Nouvelle-Aquitaine, France","la-pouge",45.9809,1.9418099999999998,
8881,"Soyons, Auvergne-Rhône-Alpes, France","soyons",44.89029,4.84968,
8885,"S Severo, PUG, Italia","s-severo",41.6908,15.3771,
8889,"STE FEYRE-CENTRE, Nouvelle-Aquitaine, France","ste-feyre-centre",46.13928,1.9150099999999999,
6143,"Chatenoy le Royal Vessey, Bourgogne-Franche-Comté, France","chatenoy-le-royal-vessey",46.7799,4.8067,
6145,"CHATILLON EN MICHAILLE, Auvergne-Rhône-Alpes, France","chatillon-en-michaille",46.14389,5.79856,
6266,"Contrexéville, Grand-Est, France","contrexeville",48.1795,5.8909,
6268,"Copenhague (DK), Region Hovedstaden, Danmark","copenhague-",55.6731,12.5653,
6270,"Corbeil Essonnes, Île-de-France, France","corbeil-essonnes",48.6141,2.4739,
6273,"Corcieux - Vanémont, Grand-Est, France","corcieux---vanemont",48.1983,6.8768,
6277,"Cordoba (Cordoue), Andalucía, España","cordoba-",37.88824,-4.79025,
6081,"CHAMBOST ALLIERES, Auvergne-Rhône-Alpes, France","chambost-allieres",46.01658,4.51227,
6082,"CHAMBRAY CHR TROUSSEAU, Centre-Val de Loire, France","chambray-chr-trousseau",47.33886,0.71413,
10243,"Hrubieszów, lubelskie, Polska","hrubieszow",50.8047363,23.8873816,
7332,"Lesseux - Frapelle, Grand-Est, France","lesseux---frapelle",48.28976,7.076969999999999,
9752,"Manciet, Occitanie, France","manciet",43.7992,0.04069,
9918,"Puylaurens, Occitanie, France","puylaurens",43.57193,2.01323,
6764,"Grane, Auvergne-Rhône-Alpes, France","grane",44.731359999999995,4.92264,
353,"Herzhausen (Vöhl), Hessen, Deutschland","herzhausen-",51.184677,8.893463,
8638,"Saint PE, Occitanie, France","saint-pe",43.1017,-0.1619,
9990,"Saint-Georges-les-Bains, Auvergne-Rhône-Alpes, France","saint-georges-les-bains",44.86600000000001,4.816,
9995,"Saint-Hippolyte, Grand-Est, France","saint-hippolyte",48.2307,7.3731,
9997,"Saint-Jean-Saint-Germain, Centre-Val de Loire, France","saint-jean-saint-germain",47.0838,1.0352,
7506,"Machy, Grand-Est, France","machy",48.1404,4.0433,
6292,"Costaros, Auvergne-Rhône-Alpes, France","costaros",44.8932,3.8491,
6418,"Domfront Sarthe, Pays-de-la-Loire, France","domfront-sarthe",48.10759,0.02634,
6419,"Dommartemont, Grand-Est, France","dommartemont",48.711240000000004,6.21207,
10120,"Torredembarra, Catalunya, España","torredembarra",41.1445,1.3971,
10130,"Truyes, Centre-Val de Loire, France","truyes",47.27321,0.8478700000000001,
5644,"Baden, Aargau, Schweiz","baden",47.4764,8.3075,
293,"Geneva, Geneva, Schweiz","geneva",46.2192525,6.128017,
7782,"Montoison, Auvergne-Rhône-Alpes, France","montoison",44.79661,4.94196,
7196,"Lauras, Occitanie, France","lauras",43.97309,2.96132,
231,"Dole, Bourgogne-Franche-Comté, France","dole",47.064098,5.447277,
247,"Dunkirk, Hauts-de-France, France","dunkirk",51.0343684,2.3767763,
4773,"Bessines, Nouvelle-Aquitaine, France","bessines",46.307555,-0.485627,
6931,"Jemelle, Wallonie, België - Belgique - Belgien","jemelle",50.1605,5.2664,
11075,"Vitry-sur-Seine, Île-de-France, France","vitry-sur-seine",48.796657,2.41237,
10371,"Otopeni, Ilfov, România","otopeni",44.550813,26.0729111,
6955,"Kedange, Grand-Est, France","kedange",49.3083,6.3391,
10283,"Papraća, Republika Srpska, Bosna i Hercegovina","papraca",44.3354024,18.9484678,
10289,"Ročević, Republika Srpska, Bosna i Hercegovina","rocevic",44.542948,19.130292,
8553,"Saint-Jean-le-Centenier, Auvergne-Rhône-Alpes, France","saint-jean-le-centenier",44.59145,4.53512,
