"id","company_id","provider_id","name","fullname","has_wifi","has_plug","has_adjustable_seats","has_bicycle","transport_type"
33,9,"141","expressbus","ExpressBus",FALSE,FALSE,FALSE,FALSE,"bus"
34,9,"149","berlinShuttle","Berlin Shuttle",FALSE,FALSE,FALSE,FALSE,"bus"
35,9,"151","matzesminibus","MatzesMinibus",FALSE,FALSE,FALSE,FALSE,"bus"
36,9,"159","autotrans","Autotrans",FALSE,FALSE,FALSE,FALSE,"bus"
37,9,"161","interbusKosiceExpress","Interbus Kosice Express",FALSE,FALSE,FALSE,FALSE,"bus"
38,9,"163","nisEkspres","Nis Ekspres",FALSE,FALSE,FALSE,FALSE,"bus"
39,9,"165","silvanaTour","Silvana Tour",FALSE,FALSE,FALSE,FALSE,"bus"
40,9,"167","sofiabus","SofiaBus",FALSE,FALSE,FALSE,FALSE,"bus"
41,9,"169","sportTurist","Sport Turist",FALSE,FALSE,FALSE,FALSE,"bus"
42,9,"171","turancar","Turancar",FALSE,FALSE,FALSE,FALSE,"bus"
43,9,"173","bigsimHalilovic","BIGSIM Halilovic",FALSE,FALSE,FALSE,FALSE,"bus"
44,9,"179","hkx","HKX",FALSE,FALSE,FALSE,FALSE,"bus"
45,9,"181","euroBus","Euro Bus",FALSE,FALSE,FALSE,FALSE,"bus"
46,9,"185","onebus","ONEBUS",FALSE,FALSE,FALSE,FALSE,"bus"
47,9,"189","usedomerBaderbahn","Usedomer Baderbahn",FALSE,FALSE,FALSE,FALSE,"bus"
48,9,"195","vincek","Vincek",FALSE,FALSE,FALSE,FALSE,"bus"
49,9,"203","semitimes","SemiTimeS",FALSE,FALSE,FALSE,FALSE,"bus"
50,9,"205","citybusexpress","CityBusExpress",FALSE,FALSE,FALSE,FALSE,"bus"
51,9,"207","unionivkoni","UnionIVKONI",FALSE,FALSE,FALSE,FALSE,"bus"
52,9,"209","mikanovicOmnibus","Mikanovic Omnibus",FALSE,FALSE,FALSE,FALSE,"bus"
53,9,"213","brabusz","Brabusz",FALSE,FALSE,FALSE,FALSE,"bus"
54,9,"215","srbijaToursInternational","Srbija Tours International",FALSE,FALSE,FALSE,FALSE,"bus"
55,9,"217","autoherc","AUTOHERC",FALSE,FALSE,FALSE,FALSE,"bus"
56,9,"219","jaskaTurist","Jaska Turist",FALSE,FALSE,FALSE,FALSE,"bus"
57,9,"221","europabusKarlovac","Europabus Karlovac",FALSE,FALSE,FALSE,FALSE,"bus"
58,9,"223","europabusCazin","Europabus Cazin",FALSE,FALSE,FALSE,FALSE,"bus"
59,9,"227","ireBerlinHamburg","IRE BerlinHamburg",FALSE,FALSE,FALSE,FALSE,"bus"
60,9,"229","domoReisen","Domo Reisen",FALSE,FALSE,FALSE,FALSE,"bus"
61,9,"267","gameksd.o.o.","Gameks d.o.o.",FALSE,FALSE,FALSE,FALSE,"bus"
62,9,"269","ludwigReisen","Ludwig Reisen",FALSE,FALSE,FALSE,FALSE,"bus"
63,9,"271","db","DB",FALSE,FALSE,FALSE,FALSE,"bus"
64,9,"285","eurobusOnline","Eurobus Online",FALSE,FALSE,FALSE,FALSE,"bus"
66,9,"289","eskanaBus","Eskana Bus",FALSE,FALSE,FALSE,FALSE,"bus"
67,9,"291","asKarpatenKrimTours","AS Karpaten  Krim Tours",FALSE,FALSE,FALSE,FALSE,"bus"
68,9,"293","blueLine","Blue Line",FALSE,FALSE,FALSE,FALSE,"bus"
69,9,"295","hasTurizm","Has Turizm",FALSE,FALSE,FALSE,FALSE,"bus"
70,9,"297","bozur","Bozur",FALSE,FALSE,FALSE,FALSE,"bus"
71,9,"299","nationalExpress","National Express",FALSE,FALSE,FALSE,FALSE,"bus"
72,9,"301","www.bus.today","Www.bus.today",FALSE,FALSE,FALSE,FALSE,"bus"
73,9,"303","polluzhaTours","Polluzha Tours",FALSE,FALSE,FALSE,FALSE,"bus"
75,9,"307","radinaVIP","Radina VIP",FALSE,FALSE,FALSE,FALSE,"bus"
79,9,"315","busOperator","Bus Operator",FALSE,FALSE,FALSE,FALSE,"bus"
80,9,"319","407Pattana","407 Pattana",FALSE,FALSE,FALSE,FALSE,"bus"
81,9,"321","88ExpressBus","88 Express Bus",FALSE,FALSE,FALSE,FALSE,"bus"
82,9,"323","99CoachlandExpress","99 Coachland Express",FALSE,FALSE,FALSE,FALSE,"bus"
83,9,"325","adangSeaTour","Adang Sea Tour",FALSE,FALSE,FALSE,FALSE,"bus"
84,9,"327","airUbon","Air Ubon",FALSE,FALSE,FALSE,FALSE,"bus"
85,9,"329","alisanGoldenCoach,OneUtama","Alisan Golden Coach, One Utama",FALSE,FALSE,FALSE,FALSE,"bus"
86,9,"331","aran","Aran",FALSE,FALSE,FALSE,FALSE,"bus"
87,9,"333","bangkokBusline","Bangkok Busline",FALSE,FALSE,FALSE,FALSE,"bus"
88,9,"335","bellTravel","Bell Travel",FALSE,FALSE,FALSE,FALSE,"bus"
89,9,"337","billionStarsExpress","Billion Stars Express",FALSE,FALSE,FALSE,FALSE,"bus"
90,9,"339","budsarakhamTour","Budsarakham Tour",FALSE,FALSE,FALSE,FALSE,"bus"
91,9,"341","burapha","Burapha",FALSE,FALSE,FALSE,FALSE,"bus"
92,9,"343","busExpress","Bus Express",FALSE,FALSE,FALSE,FALSE,"bus"
93,9,"345","cepatSediaExpress","Cepat Sedia Express",FALSE,FALSE,FALSE,FALSE,"bus"
94,9,"347","chanapaiTour","Chanapai Tour",FALSE,FALSE,FALSE,FALSE,"bus"
95,9,"349","csTravelTours","CS Travel  Tours",FALSE,FALSE,FALSE,FALSE,"bus"
96,9,"351","delimaExpress","Delima Express",FALSE,FALSE,FALSE,FALSE,"bus"
97,9,"353","eagleExpress","Eagle Express",FALSE,FALSE,FALSE,FALSE,"bus"
98,9,"355","eraMesraExpress","ERA Mesra Express",FALSE,FALSE,FALSE,FALSE,"bus"
99,9,"357","esanTour","Esan Tour",FALSE,FALSE,FALSE,FALSE,"bus"
100,9,"359","etikaDeltaSdnBhd","Etika Delta Sdn Bhd",FALSE,FALSE,FALSE,FALSE,"bus"
101,9,"361","fiveStarsExecutiveExpress","Five Stars  Executive Express",FALSE,FALSE,FALSE,FALSE,"bus"
102,9,"363","goldenCoachExpress","Golden Coach Express",FALSE,FALSE,FALSE,FALSE,"bus"
103,9,"365","gtExpress","GT Express",FALSE,FALSE,FALSE,FALSE,"bus"
104,9,"367","hatyaiInterTopExpress","Hatyai Inter Top Express",FALSE,FALSE,FALSE,FALSE,"bus"
105,9,"369","hidayahSutera","Hidayah Sutera",FALSE,FALSE,FALSE,FALSE,"bus"
106,9,"371","jasmineExpress","Jasmine Express",FALSE,FALSE,FALSE,FALSE,"bus"
107,9,"373","kesatuanExpress","Kesatuan Express",FALSE,FALSE,FALSE,FALSE,"bus"
108,9,"375","kingdomTour","Kingdom Tour",FALSE,FALSE,FALSE,FALSE,"bus"
109,9,"377","kkklExpress","KKKL Express",FALSE,FALSE,FALSE,FALSE,"bus"
110,9,"379","kmkStarcoach","KMK Starcoach",FALSE,FALSE,FALSE,FALSE,"bus"
111,9,"381","komtarGunungRaya","Komtar Gunung Raya",FALSE,FALSE,FALSE,FALSE,"bus"
112,9,"383","konsortiumBasEkspres","Konsortium Bas Ekspres",FALSE,FALSE,FALSE,FALSE,"bus"
113,9,"385","kpbExpress","KPB Express",FALSE,FALSE,FALSE,FALSE,"bus"
114,9,"387","kraduengTour","Kradueng Tour",FALSE,FALSE,FALSE,FALSE,"bus"
115,9,"389","kwanCheeVeeTour","Kwan Chee Vee Tour",FALSE,FALSE,FALSE,FALSE,"bus"
116,9,"391","kwokPingExpress","Kwok Ping Express",FALSE,FALSE,FALSE,FALSE,"bus"
117,9,"393","lignite","Lignite",FALSE,FALSE,FALSE,FALSE,"bus"
118,9,"395","ligniteTour","Lignite Tour",FALSE,FALSE,FALSE,FALSE,"bus"
119,9,"397","lotusPhibunTour","Lotus Phibun Tour",FALSE,FALSE,FALSE,FALSE,"bus"
120,9,"399","mayangSariExpress","Mayang Sari Express",FALSE,FALSE,FALSE,FALSE,"bus"
121,9,"401","nakhonSi","Nakhon Si",FALSE,FALSE,FALSE,FALSE,"bus"
122,9,"403","newViriya","New Viriya",FALSE,FALSE,FALSE,FALSE,"bus"
123,9,"405","niomitTour","Niomit Tour",FALSE,FALSE,FALSE,FALSE,"bus"
124,9,"407","pattayaBus","Pattaya Bus",FALSE,FALSE,FALSE,FALSE,"bus"
125,9,"409","phantip1970","Phantip 1970",FALSE,FALSE,FALSE,FALSE,"bus"
126,9,"411","phetPrasert","Phet Prasert",FALSE,FALSE,FALSE,FALSE,"bus"
127,9,"413","phuLuangTour","Phu Luang Tour",FALSE,FALSE,FALSE,FALSE,"bus"
128,9,"415","phuketTravel","Phuket Travel",FALSE,FALSE,FALSE,FALSE,"bus"
129,9,"417","piya","Piya",FALSE,FALSE,FALSE,FALSE,"bus"
130,9,"419","piyaChaiPatthana","Piya Chai Patthana",FALSE,FALSE,FALSE,FALSE,"bus"
131,9,"421","piyaPrasertTour","Piya Prasert Tour",FALSE,FALSE,FALSE,FALSE,"bus"
132,9,"423","prakitYon","Prakit Yon",FALSE,FALSE,FALSE,FALSE,"bus"
133,9,"425","praya","Praya",FALSE,FALSE,FALSE,FALSE,"bus"
134,9,"427","premPracha","Prem Pracha",FALSE,FALSE,FALSE,FALSE,"bus"
135,9,"429","rungKit","Rung Kit",FALSE,FALSE,FALSE,FALSE,"bus"
136,9,"431","rungPrasert","Rung Prasert",FALSE,FALSE,FALSE,FALSE,"bus"
137,9,"433","saengPrathipDaeng","Saeng Prathip Daeng",FALSE,FALSE,FALSE,FALSE,"bus"
138,9,"435","sahaphan","Sahaphan",FALSE,FALSE,FALSE,FALSE,"bus"
139,9,"437","sappaisal","Sappaisal",FALSE,FALSE,FALSE,FALSE,"bus"
140,9,"439","sawadeeEsan","Sawadee Esan",FALSE,FALSE,FALSE,FALSE,"bus"
141,9,"441","sawadeeTour","Sawadee Tour",FALSE,FALSE,FALSE,FALSE,"bus"
142,9,"443","seExpress","SE Express",FALSE,FALSE,FALSE,FALSE,"bus"
143,9,"445","seasonsExpress","Seasons Express",FALSE,FALSE,FALSE,FALSE,"bus"
144,9,"447","siamFirst","Siam First",FALSE,FALSE,FALSE,FALSE,"bus"
145,9,"449","siamLaneTour","Siam Lane Tour",FALSE,FALSE,FALSE,FALSE,"bus"
146,9,"451","sombat","Sombat",FALSE,FALSE,FALSE,FALSE,"bus"
147,9,"453","sriMongkol","Sri Mongkol",FALSE,FALSE,FALSE,FALSE,"bus"
148,9,"455","sriSiamTour","Sri Siam Tour",FALSE,FALSE,FALSE,FALSE,"bus"
149,9,"457","sriSuthepTour","Sri Suthep Tour",FALSE,FALSE,FALSE,FALSE,"bus"
150,9,"459","sriTrang","Sri Trang",FALSE,FALSE,FALSE,FALSE,"bus"
151,9,"461","starCoachExpressSdnBhd","Star Coach Express Sdn Bhd",FALSE,FALSE,FALSE,FALSE,"bus"
152,9,"463","starShuttleExpress","Star Shuttle Express",FALSE,FALSE,FALSE,FALSE,"bus"
153,9,"465","starqistnaExpress","StarQistna Express",FALSE,FALSE,FALSE,FALSE,"bus"
154,9,"467","suasanaEdaranExpress","Suasana Edaran Express",FALSE,FALSE,FALSE,FALSE,"bus"
155,9,"469","sueksaTour","Sueksa Tour",FALSE,FALSE,FALSE,FALSE,"bus"
156,9,"471","sunBus","Sun Bus",FALSE,FALSE,FALSE,FALSE,"bus"
157,9,"473","superNiceExpress","Super Nice Express",FALSE,FALSE,FALSE,FALSE,"bus"
158,9,"475","suvarnabhumiBurapha","Suvarnabhumi Burapha",FALSE,FALSE,FALSE,FALSE,"bus"
159,9,"477","suwannatee","Suwannatee",FALSE,FALSE,FALSE,FALSE,"bus"
160,9,"479","swarnaBumiExpress","Swarna Bumi Express",FALSE,FALSE,FALSE,FALSE,"bus"
161,9,"481","thaiSriram","Thai Sriram",FALSE,FALSE,FALSE,FALSE,"bus"
162,9,"483","thaisanuanTour","Thaisanuan Tour",FALSE,FALSE,FALSE,FALSE,"bus"
163,9,"485","thianChai","Thian Chai",FALSE,FALSE,FALSE,FALSE,"bus"
164,9,"487","transtarTravel","Transtar Travel",FALSE,FALSE,FALSE,FALSE,"bus"
165,9,"489","tripleT","Triple T",FALSE,FALSE,FALSE,FALSE,"bus"
166,9,"491","unititiExpress","Unititi Express",FALSE,FALSE,FALSE,FALSE,"bus"
167,9,"493","yakinBGExpress","Yakin BG Express",FALSE,FALSE,FALSE,FALSE,"bus"
168,9,"495","yasothonTour","Yasothon Tour",FALSE,FALSE,FALSE,FALSE,"bus"
169,9,"497","yoyoExpress","YoYo Express",FALSE,FALSE,FALSE,FALSE,"bus"
170,9,"499","drinatrans","Drinatrans",FALSE,FALSE,FALSE,FALSE,"bus"
171,9,"503","simeonidisTours","Simeonidis Tours",FALSE,FALSE,FALSE,FALSE,"bus"
172,9,"505","vipEuropa","VIP Europa",FALSE,FALSE,FALSE,FALSE,"bus"
173,9,"507","eurolinesUK","Eurolines UK",FALSE,FALSE,FALSE,FALSE,"bus"
174,9,"509","pyrzowiceEkspres","Pyrzowice Ekspres",FALSE,FALSE,FALSE,FALSE,"bus"
175,9,"511","hinztravel","HinzTravel",FALSE,FALSE,FALSE,FALSE,"bus"
176,9,"513","calandaViaggi","Calanda Viaggi",FALSE,FALSE,FALSE,FALSE,"bus"
177,9,"515","poloniaTours","Polonia Tours",FALSE,FALSE,FALSE,FALSE,"bus"
178,9,"517","madeltransEurolines","Madeltrans Eurolines",FALSE,FALSE,FALSE,FALSE,"bus"
179,9,"519","arda","Arda",FALSE,FALSE,FALSE,FALSE,"bus"
180,9,"521","intercarsEurope","Intercars Europe",FALSE,FALSE,FALSE,FALSE,"bus"
181,9,"523","ulusoy","Ulusoy",FALSE,FALSE,FALSE,FALSE,"bus"
182,9,"525","ollex","Ollex",FALSE,FALSE,FALSE,FALSE,"bus"
183,9,"527","retman","Retman",FALSE,FALSE,FALSE,FALSE,"bus"
184,9,"529","eberhardtTravel","Eberhardt Travel",FALSE,FALSE,FALSE,FALSE,"bus"
185,9,"531","elabus","Elabus",FALSE,FALSE,FALSE,FALSE,"bus"
186,9,"533","pragueAirportShuttle","Prague Airport Shuttle",FALSE,FALSE,FALSE,FALSE,"bus"
187,9,"535","goopti","GoOpti",FALSE,FALSE,FALSE,FALSE,"bus"
188,9,"537","andradeVoyages","Andrade Voyages",FALSE,FALSE,FALSE,FALSE,"bus"
189,9,"539","christianTransfers","Christian Transfers",FALSE,FALSE,FALSE,FALSE,"bus"
190,9,"541","sindbad","Sindbad",FALSE,FALSE,FALSE,FALSE,"bus"
191,9,"543","tourbusBulgaria","Tourbus Bulgaria",FALSE,FALSE,FALSE,FALSE,"bus"
192,9,"545","globtour","Globtour",FALSE,FALSE,FALSE,FALSE,"bus"
193,9,"547","huben","Huben",FALSE,FALSE,FALSE,FALSE,"bus"
194,9,"549","schipholHotelShuttle","Schiphol Hotel Shuttle",FALSE,FALSE,FALSE,FALSE,"bus"
195,9,"551","transjug","TransJug",FALSE,FALSE,FALSE,FALSE,"bus"
196,9,"553","rally13","Rally 13",FALSE,FALSE,FALSE,FALSE,"bus"
197,9,"555","lauroraViaggi","LAurora Viaggi",FALSE,FALSE,FALSE,FALSE,"bus"
198,9,"557","comatiPSG","Comati PSG",FALSE,FALSE,FALSE,FALSE,"bus"
199,9,"559","adamisTours","Adamis Tours",FALSE,FALSE,FALSE,FALSE,"bus"
200,9,"561","racicEurobus","Racic Eurobus",FALSE,FALSE,FALSE,FALSE,"bus"
201,9,"563","coraliHolidays","Corali Holidays",FALSE,FALSE,FALSE,FALSE,"bus"
202,9,"565","magicalShuttle","Magical Shuttle",FALSE,FALSE,FALSE,FALSE,"bus"
203,9,"567","jetbus","Jetbus",FALSE,FALSE,FALSE,FALSE,"bus"
204,9,"569","aerobus","AeroBus",FALSE,FALSE,FALSE,FALSE,"bus"
205,9,"571","transfersPro","Transfers Pro",FALSE,FALSE,FALSE,FALSE,"bus"
206,9,"573","lvivInturtrans","Lviv Inturtrans",FALSE,FALSE,FALSE,FALSE,"bus"
207,9,"575","panonijabus","Panonijabus",FALSE,FALSE,FALSE,FALSE,"bus"
208,9,"577","galicjaExpress","Galicja Express",FALSE,FALSE,FALSE,FALSE,"bus"
209,9,"579","crnjaTours","Crnja Tours",FALSE,FALSE,FALSE,FALSE,"bus"
210,9,"581","fils","Fils",FALSE,FALSE,FALSE,FALSE,"bus"
211,9,"583","estGdansk","EST Gdansk",FALSE,FALSE,FALSE,FALSE,"bus"
212,9,"589","drdTurizem","DRD Turizem",FALSE,FALSE,FALSE,FALSE,"bus"
214,9,"593","euroclub","Euroclub",FALSE,FALSE,FALSE,FALSE,"bus"
215,9,"595","panturist","Panturist",FALSE,FALSE,FALSE,FALSE,"bus"
216,9,"597","navettedeVatry","Navette de Vatry",FALSE,FALSE,FALSE,FALSE,"bus"
217,9,"599","flybusIceland","Flybus Iceland",FALSE,FALSE,FALSE,FALSE,"bus"
218,9,"601","smsFlughafentransfer","SMS Flughafentransfer",FALSE,FALSE,FALSE,FALSE,"bus"
219,9,"603","airDecker","Air Decker",FALSE,FALSE,FALSE,FALSE,"bus"
220,9,"605","eilatShuttle","Eilat Shuttle",FALSE,FALSE,FALSE,FALSE,"bus"
221,9,"607","wagnerTransport","Wagner Transport",FALSE,FALSE,FALSE,FALSE,"bus"
222,9,"611","fiumicinoExpress","Fiumicino Express",FALSE,FALSE,FALSE,FALSE,"bus"
4511,10,,"vsc","Voyages SNCF",FALSE,FALSE,FALSE,FALSE,"train"
8371,20,"I","isilines","Isilines",TRUE,TRUE,TRUE,FALSE,"bus"
8372,20,"E","eurolines","Eurolines",FALSE,FALSE,TRUE,FALSE,"bus"
8373,20,"M","movelia","Movelia",FALSE,FALSE,FALSE,FALSE,"bus"
8374,20,,"transdev","Transdev",,,,,"bus"
8375,10,"0","trainter","TER",FALSE,FALSE,TRUE,FALSE,"train"
8376,10,"1","tgv","TGV",FALSE,FALSE,TRUE,FALSE,"train"
8377,10,"2","corailintercite","Intercités",FALSE,FALSE,TRUE,FALSE,"train"
8378,10,"3","tramtrain","Tramtrain",FALSE,FALSE,TRUE,FALSE,"train"
8379,10,"4","navette","Navette Keolis",FALSE,FALSE,TRUE,FALSE,"bus"
8380,10,"5","train","TER",FALSE,FALSE,TRUE,FALSE,"train"
8381,10,"6","coraillunea","Intercités de Nuit",FALSE,FALSE,TRUE,FALSE,"train"
8382,10,"8","eurostar","Eurostar",FALSE,FALSE,TRUE,FALSE,"train"
8383,10,"9","corail","Intercités",FALSE,FALSE,TRUE,FALSE,"train"
8384,10,"16","thalys","Thalys",TRUE,TRUE,FALSE,TRUE,"train"
8385,11,,"bbc","Blablacar",FALSE,FALSE,FALSE,FALSE,"carpooling"
8387,30,,"vatry","Vatry",,,,,"bus"
8388,40,,"beauval","Beauval",,,,,"bus"
8389,12,,"idvroom","idVroom",FALSE,FALSE,FALSE,FALSE,"carpooling"
